station,day,max_temp_f,min_temp_f,precip_in,avg_wind_speed_kts,avg_wind_drct,min_rh,avg_rh,max_rh,max_wind_speed_kts
PHX,2002-03-18,67.0,56.0,0.0,5.589172,317.65317,24.14637,30.607347,38.511723,15.0
PHX,2002-03-19,76.0,47.0,0.0,4.968153,255.81544,12.730988,29.126535,58.4942,13.0
PHX,2002-03-20,85.0,51.0,0.0,3.566879,45.130875,12.730988,19.999151,30.7111,8.0
PHX,2002-03-21,93.0,56.0,0.0,5.962209,108.434456,7.238792,13.012578,23.373852,12.0
PHX,2002-03-22,91.0,62.0,0.0,6.7548747,129.60846,7.0812078,13.42936,25.23734,13.0
PHX,2002-03-23,80.0,55.0,0.0,8.755814,242.9721,10.867632,18.004932,27.964571,18.0
PHX,2002-03-24,72.0,56.0,0.0,6.8949046,246.53836,22.554296,31.674633,46.910225,15.0
PHX,2002-03-25,77.0,53.0,0.0,3.2292993,268.56808,15.208656,27.066109,44.798237,10.0
PHX,2002-03-26,84.0,55.0,0.0,3.4299364,106.05795,7.317847,20.841043,36.95987,8.0
PHX,2002-03-27,83.0,57.0,0.0,4.1823707,113.64047,10.275176,18.537281,27.964571,8.0
PHX,2002-03-28,86.0,57.0,0.0001,7.4346504,292.88217,9.3048525,22.020197,44.784584,21.0
PHX,2002-03-29,75.0,58.0,0.0001,6.6569767,289.45694,28.2353,38.28113,47.38855,11.0
PHX,2002-03-30,84.0,56.0,0.0,5.7165604,103.524185,19.988005,35.835575,54.953968,12.0
PHX,2002-03-31,93.0,62.0,0.0,5.232484,146.90039,12.505065,25.456772,41.178627,8.0
PHX,2002-04-01,94.0,62.0,0.0,5.4069767,232.44563,6.965766,18.462399,35.866684,12.0
PHX,2002-04-02,94.0,62.0,0.0,6.3139534,208.2547,9.36189,17.234764,27.5262,11.0
PHX,2002-04-03,94.0,64.0,0.0,5.70903,111.310486,8.95123,17.717905,31.656816,13.0
PHX,2002-04-04,94.0,63.0,0.0,4.8057323,115.99844,8.95123,16.444996,30.684822,8.0
PHX,2002-04-05,92.0,65.0,0.0,6.793313,141.431,8.063888,16.83179,28.316881,12.0
PHX,2002-04-06,77.0,67.0,0.0001,10.721449,245.41179,15.913,27.76806,39.537235,16.0
PHX,2002-04-07,79.0,57.0,0.06,8.089172,252.0087,23.581379,48.944057,86.628525,12.0
PHX,2002-04-08,84.0,60.0,0.0,4.8248405,313.66916,19.988005,33.526737,55.521954,9.0
PHX,2002-04-09,89.0,62.0,0.0,4.7165604,300.0816,15.059208,29.784878,50.02625,10.0
PHX,2002-04-10,91.0,64.0,0.0,4.887324,96.874664,12.505065,23.356342,38.419838,9.0
PHX,2002-04-11,96.0,64.0,0.0,6.861004,89.74328,10.742762,21.156635,35.04244,9.0
PHX,2002-04-12,96.0,67.0,0.0,4.590909,57.10265,11.424501,22.914696,40.59262,8.0
PHX,2002-04-13,99.0,72.0,0.0,2.5555556,226.9012,10.9654,18.882772,27.0664,9.0
PHX,2002-04-14,100.0,71.0,0.0,5.9651165,253.45108,10.0765,18.445196,31.1206,12.0
PHX,2002-04-15,92.0,71.0,0.0,10.406685,231.41165,10.840688,25.423843,39.132706,22.0
PHX,2002-04-16,81.0,64.0,0.0,8.8245125,250.42683,27.1903,41.992306,60.77292,15.0
PHX,2002-04-17,85.0,64.0,0.0,7.156051,264.7785,17.1985,30.839306,48.30331,14.0
PHX,2002-04-18,86.0,60.0,0.0,7.887538,261.1614,6.4616413,19.517866,39.154713,16.0
PHX,2002-04-19,83.0,62.0,0.0,8.88535,272.21326,9.622469,17.575424,31.656816,18.0
PHX,2002-04-20,78.0,58.0,0.0,6.9651165,255.57657,8.106859,14.855746,22.614735,16.0
PHX,2002-04-21,86.0,55.0,0.0,4.5724907,86.48503,5.36905,12.619265,22.478569,11.0
PHX,2002-04-22,92.0,61.0,0.0,5.0027857,130.6647,3.975748,11.240122,21.2243,11.0
PHX,2002-04-23,94.0,63.0,0.0,6.1956825,223.5584,4.47729,10.439182,20.718624,13.0
PHX,2002-04-24,96.0,66.0,0.0,8.478261,262.66946,6.01539,14.9689045,26.08925,16.0
PHX,2002-04-25,94.0,75.0,0.0,6.168784,251.1951,11.1276,23.616795,32.5302,13.0
PHX,2002-04-26,81.0,66.0,0.0001,10.488161,231.69571,16.10148,24.0965,35.866684,30.0
PHX,2002-04-27,78.0,61.0,0.0,6.775076,265.6642,23.58936,33.140186,44.95324,12.0
PHX,2002-04-28,89.0,61.0,0.0,4.089172,71.68593,13.51693,24.636196,41.062683,7.0
PHX,2002-04-29,92.0,71.0,0.0,4.479651,145.78745,9.62898,18.83349,31.432367,12.0
PHX,2002-04-30,89.0,64.0,0.0,8.625,263.48758,8.617904,15.574325,27.28876,18.0
PHX,2002-05-01,79.0,68.0,0.0,5.9442377,261.75116,9.49155,16.169641,22.2572,10.0
PHX,2002-05-02,81.0,58.0,0.0,5.097493,256.29346,12.045085,19.813046,34.41077,14.0
PHX,2002-05-03,87.0,62.0,0.0,4.994186,131.52115,8.366096,16.529331,28.4132,8.0
PHX,2002-05-04,92.0,62.0,0.0,5.254777,276.2643,7.889578,14.209519,25.848684,10.0
PHX,2002-05-05,92.0,64.0,0.0,4.9063544,24.5975,7.411454,14.417689,27.69599,10.0
PHX,2002-05-06,95.0,66.0,0.0,5.780255,152.9305,6.9994607,13.540388,23.107508,11.0
PHX,2002-05-07,94.0,67.0,0.0,8.37883,215.88367,6.728115,14.700617,26.320019,16.0
PHX,2002-05-08,91.0,67.0,0.0,5.914013,257.9507,11.214373,16.942802,29.521362,11.0
PHX,2002-05-09,95.0,67.0,0.0,4.62117,248.44078,7.445305,15.911563,30.684822,8.0
PHX,2002-05-10,96.0,68.0,0.0,8.6350975,237.21846,4.8564487,13.307491,25.803814,15.0
PHX,2002-05-11,89.0,67.0,0.0,8.917197,263.4539,6.2877564,12.03593,25.9874,16.0
PHX,2002-05-12,94.0,66.0,0.0,5.4623957,294.7023,8.951231,13.659864,21.295584,11.0
PHX,2002-05-13,104.0,70.0,0.0,5.0033445,9.4335985,4.4304,11.750198,29.8322,13.0
PHX,2002-05-14,102.0,74.0,0.0,6.9545455,253.84732,3.9233615,11.2551365,21.65579,14.0
PHX,2002-05-15,102.0,72.0,0.0,8.177325,189.2361,5.7847533,12.187758,22.316002,16.0
PHX,2002-05-16,99.0,71.0,0.0,6.421405,108.11177,4.697803,11.250974,20.161854,11.0
PHX,2002-05-17,101.0,70.0,0.0,6.917933,212.0642,5.9103975,11.808993,22.31945,13.0
PHX,2002-05-18,102.0,72.0,0.0,9.33121,240.5393,5.2840695,11.979891,21.085913,16.0
PHX,2002-05-19,99.0,74.0,0.0,7.0063696,238.29051,6.476966,14.640758,25.196789,15.0
PHX,2002-05-20,98.0,71.0,0.0,9.869186,227.76636,8.140951,17.127396,26.762674,21.0
PHX,2002-05-21,80.0,62.0,0.0,10.792151,262.7986,8.330911,18.80407,33.599724,16.0
PHX,2002-05-22,84.0,61.0,0.0,4.09699,265.4235,8.924066,14.805401,22.515434,9.0
PHX,2002-05-23,89.0,62.0,0.0,7.2040133,295.77875,12.1438,18.671797,29.249964,13.0
PHX,2002-05-24,93.0,66.0,0.0,4.9542255,86.595116,7.445305,17.081045,31.656816,10.0
PHX,2002-05-25,99.0,68.0,0.0,5.589172,299.51645,7.58477,14.7486725,25.2013,12.0
PHX,2002-05-26,97.0,71.0,0.0,7.877907,147.88867,8.23973,14.080125,22.027794,23.0
PHX,2002-05-27,95.0,68.0,0.0,4.9565215,106.45207,7.8732305,15.798401,31.1206,9.0
PHX,2002-05-28,99.0,71.0,0.0,4.194529,267.08905,9.121238,16.243252,28.7949,9.0
PHX,2002-05-29,106.0,73.0,0.0,6.1672864,267.482,7.912161,14.139672,27.8985,13.0
PHX,2002-05-30,109.0,76.0,0.0,6.6413374,272.9581,9.9755,15.110874,27.3697,12.0
PHX,2002-05-31,107.0,80.0,0.0,8.423398,262.06976,6.813416,13.392142,25.954239,17.0
PHX,2002-06-01,106.0,83.0,0.0,6.9084506,261.99146,7.58477,13.954882,22.695925,16.0
PHX,2002-06-02,103.0,76.0,0.0,8.541401,246.39499,9.30679,14.540984,23.58936,18.0
PHX,2002-06-03,96.0,78.0,0.0,6.477707,242.07245,5.67613,13.420946,21.173561,14.0
PHX,2002-06-04,99.0,72.0,0.0,6.5520444,136.39613,8.72821,13.938211,21.52624,11.0
PHX,2002-06-05,106.0,76.0,0.0,6.143312,179.15237,5.63062,12.355689,21.045721,11.0
PHX,2002-06-06,110.0,78.0,0.0,5.6534953,189.79271,4.4603496,11.398877,21.810827,10.0
PHX,2002-06-07,109.0,80.0,0.0,6.920973,238.93152,5.987238,11.833578,22.379805,13.0
PHX,2002-06-08,110.0,80.0,0.0,8.234042,248.74173,7.1250687,14.548712,23.180487,15.0
PHX,2002-06-09,104.0,80.0,0.0,9.219746,268.80338,7.744125,13.718902,22.17106,19.0
PHX,2002-06-10,100.0,75.0,0.0,5.8561873,249.00723,7.1393504,13.312756,22.7614,11.0
PHX,2002-06-11,100.0,74.0,0.0,5.4788733,272.16132,5.9944715,12.888763,28.2041,11.0
PHX,2002-06-12,103.0,77.0,0.0,6.5704226,281.525,6.3344,10.212197,19.719442,12.0
PHX,2002-06-13,107.0,77.0,0.0,5.8152866,260.49112,5.2806883,11.037279,20.43081,13.0
PHX,2002-06-14,109.0,81.0,0.0,7.156051,264.62082,5.244443,12.108819,22.379805,14.0
PHX,2002-06-15,107.0,81.0,0.0,6.6947675,262.56436,9.871551,15.184335,27.190342,14.0
PHX,2002-06-16,108.0,81.0,0.0,6.2965117,267.31027,5.2129345,17.829308,36.908127,17.0
PHX,2002-06-17,110.0,81.0,0.0,6.951368,251.92494,3.50469,11.54858,25.188095,14.0
PHX,2002-06-18,110.0,79.0,0.0,7.3079267,215.16602,2.7587855,9.051202,16.940113,12.0
PHX,2002-06-19,112.0,79.0,0.0,8.003039,174.15388,4.6605334,10.833285,17.303146,16.0
PHX,2002-06-20,112.0,81.0,0.0,8.6749115,173.63052,5.719797,13.907186,25.201977,16.0
PHX,2002-06-21,109.0,80.0,0.0,8.496201,215.35155,6.813416,11.260599,17.707653,17.0
PHX,2002-06-22,107.0,78.0,0.0,6.605351,140.3272,5.4525023,11.410026,19.572815,11.0
PHX,2002-06-23,107.0,79.0,0.0,5.8093643,82.7845,5.5265055,12.819985,23.1805,11.0
PHX,2002-06-24,110.0,80.0,0.0,6.048632,228.12999,4.292118,11.097512,24.33147,11.0
PHX,2002-06-25,113.0,83.0,0.0,7.3407645,270.17804,5.7258835,10.272991,17.339684,14.0
PHX,2002-06-26,112.0,86.0,0.0001,6.3081393,260.4351,4.7005515,11.64012,23.107084,12.0
PHX,2002-06-27,110.0,86.0,0.0,6.674107,274.7126,3.7127128,10.86304,24.384714,14.0
PHX,2002-06-28,111.0,79.0,0.0,6.7707005,61.772953,4.79215,9.974761,19.719442,13.0
PHX,2002-06-29,108.0,81.0,0.0,3.5953178,337.52884,3.441932,9.711824,21.4549,10.0
PHX,2002-06-30,110.0,83.0,0.0,7.7261147,272.3423,5.5136414,10.296673,17.198502,18.0
PHX,2002-07-01,112.0,85.0,0.0,9.913649,261.33316,6.274234,11.062703,21.420835,22.0
PHX,2002-07-02,113.0,89.0,0.0,6.869186,263.7562,7.40835,13.354046,20.1181,15.0
PHX,2002-07-03,107.0,87.0,0.0001,3.9928343,91.186005,11.115402,18.132868,37.851254,11.0
PHX,2002-07-04,107.0,82.0,0.0,5.117057,220.15973,4.672039,15.811035,29.619364,11.0
PHX,2002-07-05,108.0,82.0,0.0,6.7133756,182.02014,6.949617,13.198644,21.420835,11.0
PHX,2002-07-06,109.0,82.0,0.0,6.6592355,262.66708,10.3316,16.475523,26.2512,12.0
PHX,2002-07-07,110.0,84.0,0.0,6.872093,266.9464,8.3119,14.253928,24.7549,13.0
PHX,2002-07-08,112.0,84.0,0.0,5.006689,277.22626,7.60349,13.349164,24.754936,9.0
PHX,2002-07-09,112.0,87.0,0.0001,9.456522,129.22522,15.1228,27.376228,49.9468,31.0
PHX,2002-07-10,109.0,86.0,0.0,5.802548,25.856932,15.772492,29.503807,49.5066,11.0
PHX,2002-07-11,111.0,88.0,0.0,7.1185412,106.5255,13.935793,26.165422,43.368904,16.0
PHX,2002-07-12,111.0,88.0,0.0,6.8742037,197.49428,14.92543,25.29834,39.468872,16.0
PHX,2002-07-13,112.0,92.0,0.0001,10.186171,323.28708,9.887846,20.885878,31.287489,34.0
PHX,2002-07-14,109.0,74.0,0.77,10.445772,259.24176,17.772398,29.094263,94.10022,31.0
PHX,2002-07-15,100.0,79.0,0.0001,9.042982,252.60631,24.012888,42.210453,69.32069,19.0
PHX,2002-07-16,103.0,84.0,0.0,8.0,55.98209,23.240494,33.373207,49.6623,11.0
PHX,2002-07-17,104.0,87.0,0.0,5.27707,97.32853,23.7974,32.50177,45.044003,9.0
PHX,2002-07-18,103.0,87.0,0.0,7.0,222.19234,21.896288,27.147459,35.09822,12.0
PHX,2002-07-19,107.0,90.0,0.0,7.3248405,269.36118,16.071337,26.667421,35.56706,21.0
PHX,2002-07-20,106.0,86.0,0.0,8.65407,260.97372,11.793891,25.800106,41.615177,14.0
PHX,2002-07-21,106.0,85.0,0.0,8.031977,261.38574,14.331305,21.428202,28.9047,15.0
PHX,2002-07-22,106.0,87.0,0.0,7.5471125,140.41165,13.852255,26.117819,42.015064,21.0
PHX,2002-07-23,107.0,76.0,0.41,6.496945,129.96434,22.31668,42.94002,84.5256,25.0
PHX,2002-07-24,105.0,78.0,0.0,5.7558527,340.9121,26.233362,47.059452,84.5785,13.0
PHX,2002-07-25,106.0,88.0,0.0001,7.767516,267.92407,20.784414,30.821383,44.9219,11.0
PHX,2002-07-26,107.0,88.0,0.0,7.5610466,194.19553,21.469019,32.771545,48.263123,16.0
PHX,2002-07-27,102.0,85.0,0.0,10.423398,148.64847,22.61825,37.51783,51.40249,17.0
PHX,2002-07-28,104.0,82.0,0.0,7.31307,193.22496,14.305969,27.174551,50.836666,14.0
PHX,2002-07-29,110.0,83.0,0.0,5.2761626,251.43248,8.66646,18.171982,38.3073,11.0
PHX,2002-07-30,102.0,87.0,0.0,6.1019106,150.09344,13.9495,21.900736,28.843185,9.0
PHX,2002-07-31,103.0,87.0,0.0,5.616279,254.72609,21.896288,29.424982,38.7784,14.0
PHX,2002-08-01,106.0,87.0,0.0,8.385259,271.69394,16.5948,27.022888,43.368904,31.0
PHX,2002-08-02,104.0,87.0,0.0001,6.0422535,90.42477,18.4416,27.791176,41.615177,13.0
PHX,2002-08-03,105.0,88.0,0.0,7.364742,139.81383,19.204073,30.128204,43.6661,14.0
PHX,2002-08-04,92.0,82.0,0.0001,7.339833,152.13783,39.76362,46.556465,58.51412,12.0
PHX,2002-08-05,100.0,79.0,0.0001,8.914013,153.66217,21.6184,43.95513,60.73586,19.0
PHX,2002-08-06,99.0,78.0,0.0001,6.016722,127.06596,20.644173,36.050377,57.993774,16.0
PHX,2002-08-07,104.0,84.0,0.0,5.316901,306.80954,11.967,27.184488,44.450325,11.0
PHX,2002-08-08,109.0,83.0,0.0,5.146497,240.1173,13.955017,18.41233,22.531654,9.0
PHX,2002-08-09,111.0,86.0,0.0,5.522293,183.5839,10.3259,20.689833,39.0815,11.0
PHX,2002-08-10,112.0,87.0,0.0,7.0465117,200.02869,6.2070065,21.291862,42.015064,12.0
PHX,2002-08-11,109.0,88.0,0.0,7.8471336,229.28403,11.628072,24.091312,37.851254,11.0
PHX,2002-08-12,108.0,88.0,0.0,8.556231,276.19235,18.247883,27.42415,39.16665,16.0
PHX,2002-08-13,108.0,88.0,0.0,7.6747723,266.81964,16.5318,26.906961,42.015064,13.0
PHX,2002-08-14,109.0,89.0,0.0,8.426751,260.6758,15.880946,24.011581,32.009186,17.0
PHX,2002-08-15,110.0,88.0,0.0,6.7234044,321.43448,13.8458,22.313152,37.851254,16.0
PHX,2002-08-16,108.0,87.0,0.0,6.909699,227.7142,16.974106,25.699118,40.442654,12.0
PHX,2002-08-17,107.0,88.0,0.0,6.5015197,278.743,14.331305,23.87334,31.5713,11.0
PHX,2002-08-18,107.0,88.0,0.0,8.629179,257.45444,16.840082,26.527458,40.604004,16.0
PHX,2002-08-19,95.0,85.0,0.0001,4.8550954,165.75087,30.099085,37.24289,46.322838,10.0
PHX,2002-08-20,104.0,84.0,0.0,7.24924,237.48904,11.996479,29.29209,52.7537,14.0
PHX,2002-08-21,105.0,81.0,0.0,8.178273,201.28896,12.1797,19.000404,31.893404,16.0
PHX,2002-08-22,105.0,82.0,0.0,6.521739,118.49579,10.700127,17.900335,30.634636,11.0
PHX,2002-08-23,105.0,79.0,0.0,5.477707,129.33946,5.5810223,13.956601,30.1912,11.0
PHX,2002-08-24,108.0,77.0,0.0,5.331476,125.340935,4.672039,11.238182,20.1182,10.0
PHX,2002-08-25,109.0,77.0,0.0,4.4225354,116.23839,3.8622038,11.003487,21.736313,8.0
PHX,2002-08-26,110.0,78.0,0.0,5.136943,86.678734,4.0977125,10.697351,21.695837,8.0
PHX,2002-08-27,112.0,79.0,0.0,7.8793607,171.47862,5.78088,13.329871,22.0953,13.0
PHX,2002-08-28,108.0,84.0,0.0,7.9049296,97.66602,17.543037,28.306948,47.8308,17.0
PHX,2002-08-29,105.0,83.0,0.0,8.944881,110.48691,21.314528,32.26404,46.027565,15.0
PHX,2002-08-30,108.0,85.0,0.0,5.598784,114.97015,7.2278066,24.275875,46.18992,10.0
PHX,2002-08-31,110.0,83.0,0.0,6.2279634,90.714195,8.481458,17.625418,26.682293,10.0
PHX,2002-09-01,109.0,89.0,0.0,7.4331393,128.39183,11.8031,21.765398,31.7083,13.0
PHX,2002-09-02,108.0,86.0,0.0,6.695652,189.49376,12.2149,21.98008,32.922363,11.0
PHX,2002-09-03,109.0,86.0,0.0,5.005571,259.66464,10.6,22.853415,40.1371,12.0
PHX,2002-09-04,111.0,86.0,0.0,5.6413374,130.48634,11.4363,19.81909,31.103952,11.0
PHX,2002-09-05,109.0,87.0,0.0,6.2117834,144.47023,14.078569,22.244766,31.485565,16.0
PHX,2002-09-06,106.0,73.0,0.17,7.594225,140.7628,21.896288,41.150402,94.10022,28.0
PHX,2002-09-07,94.0,74.0,0.13,6.176599,138.7904,39.76362,64.852875,88.5888,12.0
PHX,2002-09-08,85.0,76.0,0.0001,4.994186,142.40446,56.508995,69.072525,81.92197,11.0
PHX,2002-09-09,84.0,74.0,0.2,3.5793872,259.57953,49.3749,68.66915,87.5043,9.0
PHX,2002-09-10,97.0,74.0,0.0001,6.1767516,131.32944,32.517,57.56413,81.78657,23.0
PHX,2002-09-11,99.0,75.0,0.0,4.40407,193.74495,26.232254,48.127064,78.80812,7.0
PHX,2002-09-12,100.0,78.0,0.0,4.6488295,123.03564,16.3941,33.54859,53.95076,10.0
PHX,2002-09-13,102.0,78.0,0.0,5.214789,127.46907,11.967,26.633501,45.2999,11.0
PHX,2002-09-14,104.0,79.0,0.0,5.665605,67.1006,11.793891,20.651896,38.083847,12.0
PHX,2002-09-15,105.0,83.0,0.0,8.086351,95.76048,11.998621,19.441277,28.741,14.0
PHX,2002-09-16,106.0,82.0,0.0,7.6899695,131.23788,13.2961035,21.50832,34.32009,16.0
PHX,2002-09-17,105.0,80.0,0.0,9.177325,239.25674,15.913287,25.967323,39.16665,18.0
PHX,2002-09-18,96.0,81.0,0.0,9.142442,255.64354,28.183348,40.4873,62.533913,16.0
PHX,2002-09-19,96.0,76.0,0.0,5.8176293,88.03126,16.6951,22.5329,35.0277,12.0
PHX,2002-09-20,99.0,74.0,0.0,5.167131,191.1795,12.2685,23.616095,36.9029,10.0
PHX,2002-09-21,102.0,74.0,0.0,4.744186,144.8503,9.205409,21.07058,35.811134,9.0
PHX,2002-09-22,107.0,75.0,0.0,3.2279634,112.24991,5.846083,17.429008,33.393818,10.0
PHX,2002-09-23,108.0,78.0,0.0,5.0030394,108.95095,6.6345205,14.475589,22.09636,10.0
PHX,2002-09-24,108.0,80.0,0.0,6.415042,113.27769,6.6345205,14.421424,23.337599,11.0
PHX,2002-09-25,107.0,79.0,0.0,5.544073,109.03194,8.26515,15.229362,23.0495,11.0
PHX,2002-09-26,105.0,77.0,0.0,6.1496816,107.93547,10.575551,18.49285,24.8941,10.0
PHX,2002-09-27,100.0,75.0,0.0,7.2097263,84.122314,9.777615,20.48389,33.393818,17.0
PHX,2002-09-28,94.0,76.0,0.0001,7.3023257,115.121086,19.1554,27.04689,37.3835,11.0
PHX,2002-09-29,95.0,74.0,0.0,8.313227,247.23169,20.092169,27.632862,39.7501,14.0
PHX,2002-09-30,91.0,67.0,0.0,5.7611465,155.09122,14.7654,25.70743,40.2791,11.0
PHX,2002-10-01,91.0,71.0,0.0,9.061977,210.83339,19.287865,25.276993,32.221733,17.0
PHX,2002-10-02,78.0,63.0,0.04,10.309889,234.56854,20.049805,38.607597,63.1768,19.0
PHX,2002-10-03,78.0,58.0,0.0,3.0520446,228.06815,18.457582,30.68287,45.578323,8.0
PHX,2002-10-04,86.0,58.0,0.0,3.6629527,117.19982,9.9202585,25.260921,42.015938,8.0
PHX,2002-10-05,90.0,60.0,0.0,4.0955415,180.46786,9.489421,21.037844,37.7812,7.0
PHX,2002-10-06,93.0,62.0,0.0,4.871866,201.13539,8.23973,18.957634,34.064045,9.0
PHX,2002-10-07,93.0,70.0,0.0,4.920382,117.92449,12.837101,22.903847,35.980938,10.0
PHX,2002-10-08,93.0,68.0,0.0,5.273556,128.13141,15.114826,31.388262,46.9915,8.0
PHX,2002-10-09,96.0,69.0,0.0,5.3757963,131.78314,9.542487,25.466051,41.86172,9.0
PHX,2002-10-10,96.0,67.0,0.0,4.9044585,83.445404,10.390337,20.383396,35.04244,8.0
PHX,2002-10-11,96.0,69.0,0.0,5.4156976,83.107124,12.0519,20.670948,33.4395,10.0
PHX,2002-10-12,89.0,71.0,0.0,4.648256,114.79931,14.634875,22.564352,29.243343,7.0
PHX,2002-10-13,96.0,69.0,0.0,6.172702,109.00753,16.1474,25.471424,40.59262,15.0
PHX,2002-10-14,92.0,73.0,0.0,5.4407296,85.37142,21.092175,29.133814,38.120686,10.0
PHX,2002-10-15,94.0,72.0,0.0,4.3036213,78.106766,15.7676,28.990217,43.07569,7.0
PHX,2002-10-16,94.0,69.0,0.0,6.37883,130.70387,13.255393,25.385738,38.815422,10.0
PHX,2002-10-17,87.0,68.0,0.04,6.601671,129.6368,18.75324,38.287766,56.50713,14.0
PHX,2002-10-18,81.0,62.0,0.0,4.5592704,196.81436,24.733593,43.68453,72.32651,10.0
PHX,2002-10-19,85.0,61.0,0.0,3.857143,101.70721,22.8221,38.933872,62.325706,8.0
PHX,2002-10-20,86.0,64.0,0.0,3.0395136,62.78479,20.991467,35.09177,52.0641,9.0
PHX,2002-10-21,88.0,64.0,0.0,3.1615598,124.00095,18.376526,31.66298,46.52177,9.0
PHX,2002-10-22,84.0,65.0,0.0001,5.288754,126.73785,28.60135,38.63418,46.8263,10.0
PHX,2002-10-23,80.0,67.0,0.0001,4.264214,266.39688,36.460014,49.741158,67.5935,9.0
PHX,2002-10-24,82.0,63.0,0.0,2.6751592,191.37924,23.180487,44.108135,70.0687,8.0
PHX,2002-10-25,84.0,61.0,0.0,4.6153846,108.04052,18.4865,33.737926,51.638233,10.0
PHX,2002-10-26,72.0,59.0,0.28,5.0530524,73.97808,34.870613,59.805653,83.33808,11.0
PHX,2002-10-27,70.0,57.0,0.01,2.3237202,72.312355,42.290535,63.96385,83.81911,10.0
PHX,2002-10-28,75.0,54.0,0.0,3.3511705,159.98398,28.2353,55.11866,86.412964,9.0
PHX,2002-10-29,80.0,55.0,0.0,6.3023257,106.63267,24.439167,43.209373,61.67368,9.0
PHX,2002-10-30,83.0,58.0,0.0,5.3511705,105.90486,14.9611025,34.02836,51.638233,8.0
PHX,2002-10-31,81.0,57.0,0.0,3.61204,102.80633,21.810827,35.599594,49.259594,8.0
PHX,2002-11-01,81.0,58.0,0.0,3.0501392,177.15762,21.327,35.80285,49.726677,7.0
PHX,2002-11-02,80.0,58.0,0.0,3.319149,172.7429,19.4456,37.123703,55.23908,8.0
PHX,2002-11-03,81.0,61.0,0.0,2.5987842,234.78032,15.4076805,33.803616,44.643616,7.0
PHX,2002-11-04,77.0,55.0,0.0,4.7103066,237.8218,12.501967,29.322964,50.7183,11.0
PHX,2002-11-05,77.0,51.0,0.0,2.9526463,121.82615,9.38454,22.734205,36.5424,8.0
PHX,2002-11-06,86.0,51.0,0.0,3.4761906,113.285904,7.62326,22.4135,38.958637,6.0
PHX,2002-11-07,82.0,57.0,0.0001,5.8206687,150.4336,9.72155,17.65819,29.247526,10.0
PHX,2002-11-08,76.0,63.0,0.0,4.5431757,94.02251,13.5718,23.682863,37.49227,9.0
PHX,2002-11-09,83.0,66.0,0.0,9.086831,232.54672,32.67002,41.851715,52.3543,15.0
PHX,2002-11-10,79.0,63.0,0.0,7.5654597,254.32793,20.153,38.89958,61.030014,14.0
PHX,2002-11-11,78.0,54.0,0.0,6.226744,332.08664,14.473248,28.406681,50.58127,11.0
PHX,2002-11-12,81.0,54.0,0.0,6.646497,61.794422,10.182765,18.632006,34.086994,13.0
PHX,2002-11-13,81.0,57.0,0.0,3.8774374,161.21669,13.685497,22.623695,35.6913,9.0
PHX,2002-11-14,79.0,54.0,0.0,3.7936046,133.96617,15.711113,29.049358,46.76862,8.0
PHX,2002-11-15,79.0,54.0,0.0,7.7093024,359.39178,4.920637,18.807251,40.22126,17.0
PHX,2002-11-16,77.0,57.0,0.0,7.633721,67.4659,7.42565,13.547343,25.74177,15.0
PHX,2002-11-17,78.0,50.0,0.0,3.2703488,121.15434,10.3435,21.795906,35.89243,10.0
PHX,2002-11-18,79.0,49.0,0.0,3.5431755,250.44876,9.870728,24.140234,42.717617,6.0
PHX,2002-11-19,80.0,49.0,0.0,2.5159235,265.2497,8.577499,21.169193,38.891663,6.0
PHX,2002-11-20,87.0,54.0,0.0,6.6671734,59.561714,10.3999,17.712511,29.890327,15.0
PHX,2002-11-21,87.0,57.0,0.0,5.579618,81.45143,7.7168255,16.639809,30.35632,18.0
PHX,2002-11-22,86.0,56.0,0.0,3.6838906,107.48179,9.635019,21.470734,32.78137,6.0
PHX,2002-11-23,80.0,52.0,0.0,5.136778,105.26892,10.550102,23.154963,41.0536,10.0
PHX,2002-11-24,77.0,51.0,0.0,4.423567,106.160866,14.4492,27.656515,38.511723,7.0
PHX,2002-11-25,64.0,50.0,0.0001,5.747093,118.745476,22.767818,31.340698,42.2591,8.0
PHX,2002-11-26,74.0,48.0,0.0001,7.6566854,69.89755,18.874178,33.655743,45.96789,18.0
PHX,2002-11-27,75.0,59.0,0.0,10.504178,77.59918,20.330442,30.105799,39.00913,15.0
PHX,2002-11-28,71.0,55.0,0.0,8.501392,76.77048,20.801163,27.60891,38.335285,15.0
PHX,2002-11-29,70.0,58.0,0.39,5.727471,99.70506,40.2791,62.80005,93.74054,16.0
PHX,2002-11-30,69.0,57.0,0.03,4.9345403,85.38252,48.60227,77.04679,93.103065,15.0
PHX,2002-12-01,69.0,51.0,0.0,2.817629,242.46701,38.812244,70.02093,92.92925,6.0
PHX,2002-12-02,62.0,51.0,0.0,1.5877438,226.72427,55.521954,70.03973,85.7845,5.0
PHX,2002-12-03,65.0,49.0,0.0,2.2674417,258.43405,50.317757,72.87113,92.83717,8.0
PHX,2002-12-04,67.0,48.0,0.0,2.8115501,123.9012,46.52177,68.560684,89.17307,5.0
PHX,2002-12-05,73.0,48.0,0.0,3.75,92.57151,22.846336,49.613785,83.2272,9.0
PHX,2002-12-06,73.0,52.0,0.0,3.4958217,111.04077,21.085913,42.911484,74.28986,8.0
