"Date","Source","Site ID","POC","Daily Mean PM10 Concentration","Units","Daily AQI Value","Local Site Name","Daily Obs Count","Percent Complete","AQS Parameter Code","AQS Parameter Description","Method Code","CBSA Code","CBSA Name","State FIPS Code","State","County FIPS Code","County","Site Latitude","Site Longitude"
"12/06/2024","AQS","040134010","1","51","ug/m3 SC","47","DYSART","1","100.0000","81102","PM10 Total 0-10um STP","079","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.6371800008706","-112.34185"
"12/07/2024","AQS","040134010","1","30","ug/m3 SC","28","DYSART","1","100.0000","81102","PM10 Total 0-10um STP","079","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.6371800008706","-112.34185"
"12/08/2024","AQS","040134010","1","33","ug/m3 SC","31","DYSART","1","100.0000","81102","PM10 Total 0-10um STP","079","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.6371800008706","-112.34185"
"12/09/2024","AQS","040134010","1","57","ug/m3 SC","52","DYSART","1","100.0000","81102","PM10 Total 0-10um STP","079","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.6371800008706","-112.34185"
"12/10/2024","AQS","040134010","1","62","ug/m3 SC","54","DYSART","1","100.0000","81102","PM10 Total 0-10um STP","079","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.6371800008706","-112.34185"
"12/11/2024","AQS","040134010","1","48","ug/m3 SC","44","DYSART","1","100.0000","81102","PM10 Total 0-10um STP","079","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.6371800008706","-112.34185"
"12/12/2024","AQS","040134010","1","57","ug/m3 SC","52","DYSART","1","100.0000","81102","PM10 Total 0-10um STP","079","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.6371800008706","-112.34185"
"12/13/2024","AQS","040134010","1","55","ug/m3 SC","51","DYSART","1","100.0000","81102","PM10 Total 0-10um STP","079","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.6371800008706","-112.34185"
"12/14/2024","AQS","040134010","1","41","ug/m3 SC","38","DYSART","1","100.0000","81102","PM10 Total 0-10um STP","079","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.6371800008706","-112.34185"
"12/15/2024","AQS","040134010","1","40","ug/m3 SC","37","DYSART","1","100.0000","81102","PM10 Total 0-10um STP","079","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.6371800008706","-112.34185"
"12/16/2024","AQS","040134010","1","58","ug/m3 SC","52","DYSART","1","100.0000","81102","PM10 Total 0-10um STP","079","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.6371800008706","-112.34185"
"12/17/2024","AQS","040134010","1","68","ug/m3 SC","57","DYSART","1","100.0000","81102","PM10 Total 0-10um STP","079","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.6371800008706","-112.34185"
"12/18/2024","AQS","040134010","1","72","ug/m3 SC","59","DYSART","1","100.0000","81102","PM10 Total 0-10um STP","079","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.6371800008706","-112.34185"
"12/19/2024","AQS","040134010","1","106","ug/m3 SC","76","DYSART","1","100.0000","81102","PM10 Total 0-10um STP","079","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.6371800008706","-112.34185"
"12/20/2024","AQS","040134010","1","67","ug/m3 SC","57","DYSART","1","100.0000","81102","PM10 Total 0-10um STP","079","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.6371800008706","-112.34185"
"12/21/2024","AQS","040134010","1","65","ug/m3 SC","56","DYSART","1","100.0000","81102","PM10 Total 0-10um STP","079","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.6371800008706","-112.34185"
"12/22/2024","AQS","040134010","1","54","ug/m3 SC","50","DYSART","1","100.0000","81102","PM10 Total 0-10um STP","079","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.6371800008706","-112.34185"
"12/23/2024","AQS","040134010","1","82","ug/m3 SC","64","DYSART","1","100.0000","81102","PM10 Total 0-10um STP","079","38060","Phoenix-Mesa-Scottsdale, AZ","04","Arizona","013","Maricopa","33.6371800008706","-112.34185"
